id,created_at,description,scan_id,type,recommendation,severity,attack_type_code,state,eal_low,eal_ml,eal_high,eal_daily
2501,2025-06-27 19:06:34.555,"Breach sources: Collection 1, Unknown, MyFitnessPal.com, ShareThis.com, AT&T, MGMResorts.com, Verifications.io, ExploreTalent.com, National Public Data, Flexbooker.com... (+4 more)",rxcu4jBjGtl,MULTIPLE_BREACH_SOURCES,Domain lodging-source.com found in 14 different breach databases,MEDIUM,MALWARE,AUTOMATED,5000,9000,18000,
2502,2025-06-27 19:06:41.677,DMARC policy is in monitoring mode (p=none) and provides no active protection.,rxcu4jBjGtl,EMAIL_SECURITY_WEAKNESS,Strengthen DMARC policy from p=none to p=quarantine or p=reject to actively prevent email spoofing.,LOW,PHISHING_BEC,AUTOMATED,1000,2000,4000,
2503,2025-06-27 19:06:42.88,Exposed service on port 443,rxcu4jBjGtl,EXPOSED_SERVICE,Restrict public access and apply latest security hardening guides.,INFO,SITE_HACK,AUTOMATED,1000,1000,2000,
2504,2025-06-27 19:06:52.747,Python validation: TLS handshake failed: [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1010),rxcu4jBjGtl,TLS_CONFIGURATION_ISSUE,Configure server to present complete certificate chain including intermediate certificates,INFO,MALWARE,AUTOMATED,1000,2000,4000,
2505,2025-06-27 19:07:03.903,Python validation: TLS handshake failed: [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1010),rxcu4jBjGtl,TLS_CONFIGURATION_ISSUE,Configure server to present complete certificate chain including intermediate certificates,INFO,MALWARE,AUTOMATED,1000,2000,4000,
2506,2025-06-27 19:07:03.907,No valid SSL/TLS certificate found on any tested host variant,rxcu4jBjGtl,MISSING_TLS_CERTIFICATE,Configure SSL/TLS certificates for all public hosts,HIGH,MALWARE,AUTOMATED,10000,19000,38000,
2507,2025-06-27 19:07:26.315,Potential typosquat threat with different ownership. Risk factors: WHOIS lookup failed: Skipped in fast mode,rxcu4jBjGtl,PHISHING_SETUP,Investigate and potentially initiate takedown procedures for lodging-sou.rce.com,MEDIUM,PHISHING_BEC,AUTOMATED,2000,4000,8000,
2508,2025-06-27 19:07:26.744,Potential typosquat threat with different ownership. Risk factors: WHOIS lookup failed: Skipped in fast mode,rxcu4jBjGtl,PHISHING_SETUP,Investigate and potentially initiate takedown procedures for lodging-sour.ce.com,MEDIUM,PHISHING_BEC,AUTOMATED,2000,4000,8000,
2509,2025-06-27 19:07:27.098,Potential typosquat threat with different ownership. Risk factors: WHOIS lookup failed: Skipped in fast mode,rxcu4jBjGtl,PHISHING_SETUP,Investigate and potentially initiate takedown procedures for lodging-so.urce.com,MEDIUM,PHISHING_BEC,AUTOMATED,2000,4000,8000,
2510,2025-06-27 19:07:27.187,Potential typosquat threat with different ownership. Risk factors: WHOIS lookup failed: Skipped in fast mode,rxcu4jBjGtl,PHISHING_SETUP,Investigate and potentially initiate takedown procedures for lodgin.g-source.com,MEDIUM,PHISHING_BEC,AUTOMATED,2000,4000,8000,
2511,2025-06-27 19:09:40.651,Domain redirects to lodging-source.com; verify legitimate ownership. Evidence: WHOIS lookup failed: Skipped in fast mode,rxcu4jBjGtl,TYPOSQUAT_REDIRECT,Investigate and potentially initiate takedown procedures for lodgingsource.com,MEDIUM,MALWARE,AUTOMATED,5000,9000,18000,
2512,2025-06-27 19:13:44.01,Rule: color-contrast | Impact: serious | Help: https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=axeAPI,rxcu4jBjGtl,ACCESSIBILITY_VIOLATION,Ensures the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds (42 elements across 4 pages),HIGH,ADA_COMPLIANCE,AUTOMATED,2000,7500,15000,
2513,2025-06-27 19:13:44.088,Rule: html-has-lang | Impact: serious | Help: https://dequeuniversity.com/rules/axe/4.8/html-has-lang?application=axeAPI,rxcu4jBjGtl,ACCESSIBILITY_VIOLATION,Ensures every HTML document has a lang attribute (4 elements across 4 pages),HIGH,ADA_COMPLIANCE,AUTOMATED,2000,7500,15000,
2514,2025-06-27 19:13:44.09,Rule: image-alt | Impact: critical | Help: https://dequeuniversity.com/rules/axe/4.8/image-alt?application=axeAPI,rxcu4jBjGtl,ACCESSIBILITY_VIOLATION,Ensures <img> elements have alternate text or a role of none or presentation (13 elements across 4 pages),HIGH,ADA_COMPLIANCE,AUTOMATED,2000,7500,15000,
